AGCnr,srcname,RADecpoint,wappname1,wappname2,wappname3,#pr,d/n,quad,cont,ord,Xsmo,rms,fit,W50,Werr,Vsys,Flux,SN,Wqual,Comment
115876,S015203.8+340213,01523.8+340213,wapp.20151128.a2982.0022,wapp.20151124.a2982.0021,""" """,2,n,1,3.67405,2,H3,0.633011,0,0,0,0,0,0,Y,
115876,S015203.8+340213,01523.8+340213,wapp.20151128.a2982.0022,wapp.20151124.a2982.0021,""" """,2,d?,2,3.20438,1,H3,0.732639,0,0,0,0,0,0,Y,"took out gps, and there is a detection but I cannot measure it because he is the off direction again, i am guessing it is about 4600 km/s again, coincidnece to the one above?? "
115876,S015203.8+340213,01523.8+340213,wapp.20151128.a2982.0022,wapp.20151124.a2982.0021,""" """,2,n,3,3.77332,1,H3,0.754886,0,0,0,0,0,0,Y,took out gps 
115876,S015203.8+340213,01523.8+340213,wapp.20151128.a2982.0022,wapp.20151124.a2982.0021,""" """,2,n,4,2.4281,3,H3,0.786396,0,0,0,0,0,0,Y,
124883,S021924.5+360049,021924.5+360049,wapp.20151128.a2982.0023,""" """,""" """,1,d,2,-16.2901,1,H3,1.17626,2P,131.93829,8.1313961,6727.5419,0.50473603,6.1590004,U,very choopy/noisy but still a signal to be easily seen
124883,S021924.5+360049,021924.5+360049,wapp.20151128.a2982.0023,""" """,""" """,1,n,1,-11.6923,1,H3,1.14799,0,0,0,0,0,0,U,it looks like there could almost be a detection in the off direction when looking at board one around 600 km/s
124883,S021924.5+360049,021924.5+360049,wapp.20151128.a2982.0023,""" """,""" """,1,n,3,-13.2622,1,H3,1.22155,0,0,0,0,0,0,Y,
124883,S021924.5+360049,021924.5+360049,wapp.20151128.a2982.0023,""" """,""" """,1,n,4,17.4305,0,H3,1.15625,0,0,0,0,0,0,Y,weird looking 
124887,S022935.1+341344,022935.1+341344,wapp.20161124.a3064.0023,wapp.20151127.a2982.0025,""" """,2,d,2,-14.7402,0,H3,0.698658,2P,78.983465,9.8609179,3309.9483,0.20415821,5.4208543,U,hard to get a good rms. top of the detection gets a little cut off
124887,S022935.1+341344,022935.1+341344,wapp.20161124.a3064.0023,wapp.20151127.a2982.0025,""" """,2,n,1,-10.1799,2,H3,0.622752,0,0,0,0,0,0,Y,
124887,S022935.1+341344,022935.1+341344,wapp.20161124.a3064.0023,wapp.20151127.a2982.0025,""" """,2,n,3,-12.9168,1,H3,0.622783,0,0,0,0,0,0,Y,
124887,S022935.1+341344,022935.1+341344,wapp.20161124.a3064.0023,wapp.20151127.a2982.0025,""" """,2,n,4,-12.6472,3,H3,0.715936,0,0,0,0,0,0,Y,
124897,S023825.4+355139,023825.4+355139,wapp.20151128.a2982.0024,""" """,""" """,1,d,2,-1.31973,0,H3,1.15288,2P,134.96689,12.843107,5094.0059,0.44701077,5.5024104,U,a lot of noise but still noticeable detection
124897,S023825.4+355139,023825.4+355139,wapp.20151128.a2982.0024,""" """,""" """,1,n,1,-1.4189,2,H3,1.05103,0,0,0,0,0,0,Y,
124897,S023825.4+355139,023825.4+355139,wapp.20151128.a2982.0024,""" """,""" """,1,n,3,-4.69278,1,H3,1.09193,0,0,0,0,0,0,Y,
124897,S023825.4+355139,023825.4+355139,wapp.20151128.a2982.0024,""" """,""" """,1,n,4,-9.32151,2,H3,1.18469,0,0,0,0,0,0,Y,
124610,S024619.6+335513,024619.6+335513,wapp.20161012.a3064.0008,""" """,""" """,1,n,1,-12.3999,3,H3,1.0131,0,0,0,0,0,0,Y,
124610,S024619.6+335513,024619.6+335513,wapp.20161012.a3064.0008,""" """,""" """,1,n,2,-17.2128,0,H3,1.47304,0,0,0,0,0,0,Y,took out the gps interference
124610,S024619.6+335513,024619.6+335513,wapp.20161012.a3064.0008,""" """,""" """,1,n,3,-17.5101,3,H3,1.36682,0,0,0,0,0,0,Y,took out the gps interference again
124610,S024619.6+335513,024619.6+335513,wapp.20161012.a3064.0008,""" """,""" """,1,n,4,-16.9441,2,H3,1.11167,0,0,0,0,0,0,Y,
124611,S024715.6+335932,024715.6+335932,wapp.20151130.a2982.0024,""" """,""" """,1,d,3,0.554475,0,H3,1.04816,2P,236.09182,2.2455252,8518.795,1.6685966,17.331792,Y,"this was not a result of GPS like I originally thought, very wide as well, one of the more visible detections"
124611,S024715.6+335932,024715.6+335932,wapp.20151130.a2982.0024,""" """,""" """,1,n,1,-1.64128,2,H3,0.956986,0,0,0,0,0,0,Y,
124611,S024715.6+335932,024715.6+335932,wapp.20151130.a2982.0024,""" """,""" """,1,n,2,0.755673,3,H3,1.01231,0,0,0,0,0,0,Y,spike close to 7000 km/s
124611,S024715.6+335932,024715.6+335932,wapp.20151130.a2982.0024,""" """,""" """,1,n,4,-1.38433,1,H3,1.14439,0,0,0,0,0,0,Y,
124906,S024812.5+341202,024812.5+341202,wapp.20161012.a3064.0007,""" """,""" """,1,d,2,-4.459,1,H3,0.956664,2P,141.78894,3.624936,5031.1423,0.63862214,9.3867686,Y,"signal is unaffected by gps, clearly two horned, also, this wappfile doesn't match source name, matches 'S024507.1+330208'"
124906,S024812.5+341202,024812.5+341202,wapp.20161012.a3064.0007,""" """,""" """,1,n,1,-1.00302,0,H3,0.990091,0,0,0,0,0,0,Y,
124906,S024812.5+341202,024812.5+341202,wapp.20161012.a3064.0007,""" """,""" """,1,n,3,-4.75738,1,H3,1.03479,0,0,0,0,0,0,Y,
124906,S024812.5+341202,024812.5+341202,wapp.20161012.a3064.0007,""" """,""" """,1,n,4,-9.11479,0,H3,1.18384,0,0,0,0,0,0,Y,
124903,S024822.4+340612,024822.4+340612,wapp.20161017.a3064.0008,""" """,""" """,1,d,2,7.77407,1,H3,1.05471,2P,92.86047,3.7964059,5138.9499,0.7280835,11.810042,Y,"gps has miniscule effect on detection, large spike "
124903,S024822.4+340612,024822.4+340612,wapp.20161017.a3064.0008,""" """,""" """,1,n,1,4.8306,1,H3,1.01356,0,0,0,0,0,0,Y,
124903,S024822.4+340612,024822.4+340612,wapp.20161017.a3064.0008,""" """,""" """,1,n,3,1.58785,1,H3,1.0677,0,0,0,0,0,0,Y,gps taken out
124903,S024822.4+340612,024822.4+340612,wapp.20161017.a3064.0008,""" """,""" """,1,n,4,8.02146,2,H3,1.12697,0,0,0,0,0,0,Y,
124768,S024944.8+350424,024944.8+350424,wapp.20161014.a3064.0007,""" """,""" """,1,d?,3,-0.462747,3,H3,1.21632,0,0,0,0,0,0,U,There looks to be a detection but it is too close to the edge to measure
124768,S024944.8+350424,024944.8+350424,wapp.20161014.a3064.0007,""" """,""" """,1,n,1,0.762992,1,H3,1.05349,0,0,0,0,0,0,Y,
124768,S024944.8+350424,024944.8+350424,wapp.20161014.a3064.0007,""" """,""" """,1,n,2,-5.79512,1,H3,1.12609,0,0,0,0,0,0,Y,
124768,S024944.8+350424,024944.8+350424,wapp.20161014.a3064.0007,""" """,""" """,1,n,4,-0.90322,0,H3,1.18341,0,0,0,0,0,0,Y,
125512,S025003.3+350443,02503.3+350443,wapp.20161120.a3064.0024,wapp.20161030.a3064.0003,wapp.20161016.a3064.0005,3,n,2,0.747749,0,H3,0.637716,0,0,0,0,0,0,U,"took out gps, no clear detection, sharp spike in off direction near 7000 km/s"
125512,S025003.3+350443,02503.3+350443,wapp.20161120.a3064.0024,wapp.20161030.a3064.0003,wapp.20161016.a3064.0005,3,n,1,1.55421,1,H3,0.533884,0,0,0,0,0,0,Y,bigger signal in the off 
125512,S025003.3+350443,02503.3+350443,wapp.20161120.a3064.0024,wapp.20161030.a3064.0003,wapp.20161016.a3064.0005,3,n,3,3.5787,3,H3,0.660325,0,0,0,0,0,0,Y,"take gps out of the first wappfile, and second wappfile, and the third board, there is a spike at 8.5*10^4 ???"
125512,S025003.3+350443,02503.3+350443,wapp.20161120.a3064.0024,wapp.20161030.a3064.0003,wapp.20161016.a3064.0005,3,n,4,4.07572,3,H3,0.588971,0,0,0,0,0,0,Y,
124769,S025004.7+350632,02504.7+350632,wapp.20151130.a2982.0025,""" """,""" """,1,d,3,-5.6621,0,H3,1.08601,2P,51.537439,3.4188936,8468.6854,0.28344007,6.0817236,Y,sharp emission high above the noise
124769,S025004.7+350632,02504.7+350632,wapp.20151130.a2982.0025,""" """,""" """,1,n,1,-2.92313,1,H3,1.04646,0,0,0,0,0,0,Y,
124769,S025004.7+350632,02504.7+350632,wapp.20151130.a2982.0025,""" """,""" """,1,n,2,-4.00955,1,H3,1.04273,0,0,0,0,0,0,Y,
124769,S025004.7+350632,02504.7+350632,wapp.20151130.a2982.0025,""" """,""" """,1,n,4,-0.0785348,2,H3,1.07328,0,0,0,0,0,0,Y,
125519,S025014.6+344254,025014.6+344254,wapp.20161016.a3064.0006,""" """,""" """,1,n,1,7.9181,0,H3,1.08462,0,0,0,0,0,0,Y,0
125519,S025014.6+344254,025014.6+344254,wapp.20161016.a3064.0006,""" """,""" """,1,d?,2,8.40189,2,H3,1.13882,0,0,0,0,0,0,U,"gps taken out even though it has only a tiny effect on the continum, it looks like there could be a detection in the off direction "
125519,S025014.6+344254,025014.6+344254,wapp.20161016.a3064.0006,""" """,""" """,1,n,3,7.51329,1,H3,1.32619,0,0,0,0,0,0,Y,gps taken out
125519,S025014.6+344254,025014.6+344254,wapp.20161016.a3064.0006,""" """,""" """,1,n,4,5.30684,2,H3,1.32015,0,0,0,0,0,0,Y,
125517,S025049.6+345840,025049.6+345840,wapp.20161121.a3064.0027,""" """,""" """,1,n,1,0.894718,1,H3,1.11556,0,0,0,0,0,0,Y,
125517,S025049.6+345840,025049.6+345840,wapp.20161121.a3064.0027,""" """,""" """,1,n,2,-0.770342,1,H3,1.09644,0,0,0,0,0,0,Y,another spike around 7000 km/s
125517,S025049.6+345840,025049.6+345840,wapp.20161121.a3064.0027,""" """,""" """,1,n,3,-0.363807,2,H3,1.10465,0,0,0,0,0,0,Y,gps has minimal effect
125517,S025049.6+345840,025049.6+345840,wapp.20161121.a3064.0027,""" """,""" """,1,n,4,0.861647,2,H3,1.08493,0,0,0,0,0,0,Y,
125516,S025057.0+350405,025057.0+350405,wapp.20161016.a3064.0008,wapp.20161016.a3064.0007,""" """,2,d,2,3.72104,0,H3,0.714845,2P,123.92,3.73,5393,0.128,2.65126,U,board 2 was much clearer than board three
125516,S025057.0+350405,025057.0+350405,wapp.20161016.a3064.0008,wapp.20161016.a3064.0007,""" """,2,n,1,3.61017,0,H3,0.601646,0,0,0,0,0,0,Y,
125516,S025057.0+350405,025057.0+350405,wapp.20161016.a3064.0008,wapp.20161016.a3064.0007,""" """,2,n,3,1.65024,1,H3,0.652796,0,0,0,0,0,0,Y,board 2 and board 3 need the gps taken out in the second wappfile
125516,S025057.0+350405,025057.0+350405,wapp.20161016.a3064.0008,wapp.20161016.a3064.0007,""" """,2,n,4,0.294085,0,H3,0.614893,0,0,0,0,0,0,Y,
125515,S025100.9+353439,02510.9+353439,wapp.20161014.a3064.0008,""" """,""" """,1,n,1,-1.96311,1,H3,1.06835,0,0,0,0,0,0,U,Maybe I should have removed gps
125515,S025100.9+353439,02510.9+353439,wapp.20161014.a3064.0008,""" """,""" """,1,d,2,-0.0168508,1,H3,2.22722,2P,116.89628,5.5916578,6496.0259,0.64556034,4.4196689,U,"I took out the gps and this seemed to be the most signifcant spike on the whole continum, rms is very large"
125515,S025100.9+353439,0251 0.9+353439,wapp.20161014.a3064.0008,""" """,""" """,1,n,3,-4.43363,0,H3,2.69426,0,0,0,0,0,0,U,took out the gps and the rms is huge again
125515,S025100.9+353439,02510.9+353439,wapp.20161014.a3064.0008,""" """,""" """,1,n,4,-3.80047,2,H3,2.72151,0,0,0,0,0,0,U,every single rms basically is enormous
125514,S025113.2+353230,025113.2+353230,wapp.20161016.a3064.0009,""" """,""" """,1,n,1,3.4607,1,H3,1.07802,0,0,0,0,0,0,Y,0
125514,S025113.2+353230,025113.2+353230,wapp.20161016.a3064.0009,""" """,""" """,1,n,2,3.59746,2,H3,1.07109,0,0,0,0,0,0,Y,
125514,S025113.2+353230,025113.2+353230,wapp.20161016.a3064.0009,""" """,""" """,1,d?,3,4.82123,1,H3,1.21033,0,0,0,0,0,0,Y,there looks to be a detection in the off direction so I cannot do it 
125514,S025113.2+353230,025113.2+353230,wapp.20161016.a3064.0009,""" """,""" """,1,n,4,0.811378,0,H3,1.09177,0,0,0,0,0,0,Y,
125513,S025128.1+353104,025128.1+353104,wapp.20161118.a3064.0011,wapp.20161024.a3064.0003,""" """,2,n,3,-2.35271,0,H3,0.769515,2P,0,0,0,0,0,U,"I tried board 2 and 3 and took data from them, I thought board 3 had a more significant RFI"
125513,S025128.1+353104,025128.1+353104,wapp.20161118.a3064.0011,wapp.20161024.a3064.0003,""" """,2,n,1,-0.224668,1,H3,0.648296,0,0,0,0,0,0,Y,
125513,S025128.1+353104,025128.1+353104,wapp.20161118.a3064.0011,wapp.20161024.a3064.0003,""" """,2,n,2,-1.07497,1,H3,0.672857,0,0,0,0,0,0,Y,"spike found 7000 km/s, in the on direction"
125513,S025128.1+353104,025128.1+353104,wapp.20161118.a3064.0011,wapp.20161024.a3064.0003,""" """,2,n,4,-0.399986,4,H3,0.754699,0,0,0,0,0,0,Y,
124615,S025211.8+350043,025211.8+350043,wapp.20161012.a3064.0008,""" """,""" """,1,n,2,-17.4737,2,H3,1.44473,0,0,0,0,0,0,U,"I took away the gps, this is really S024619.6+335513"
124615,S025211.8+350043,025211.8+350043,wapp.20161012.a3064.0008,""" """,""" """,1,n,1,-12.3934,2,H3,1.04815,0,0,0,0,0,0,Y,
124615,S025211.8+350043,025211.8+350043,wapp.20161012.a3064.0008,""" """,""" """,1,n,3,-14.9928,1,H3,1.54309,0,0,0,0,0,0,U,very spikey in certain areas
124615,S025211.8+350043,025211.8+350043,wapp.20161012.a3064.0008,""" """,""" """,1,n,4,-16.8115,0,H3,1.11954,0,0,0,0,0,0,Y,
124616,S025245.4+350519,025245.4+350519,wapp.20161024.a3064.0004,""" """,""" """,1,n,1,0.84026,1,H3,1.73645,0,0,0,0,0,0,Y,took away gps
124616,S025245.4+350519,025245.4+350519,wapp.20161024.a3064.0004,""" """,""" """,1,n,2,-6.29492,1,H3,1.57235,0,0,0,0,0,0,U,"took away gps, could be possible detection but idk, also big spike again at 7000 km/s"
124616,S025245.4+350519,025245.4+350519,wapp.20161024.a3064.0004,""" """,""" """,1,n,3,-5.10979,6,H3,1.5396,0,0,0,0,0,0,U,"took away gps, still very chaotic"
124616,S025245.4+350519,025245.4+350519,wapp.20161024.a3064.0004,""" """,""" """,1,n,4,-1.54605,4,H3,1.56783,0,0,0,0,0,0,U,"took away gps, such high rms values"
124763,S025311.0+343447,025311.0+343447,wapp.20161029.a3064.0000,wapp.20161029.a3064.0001,""" """,2,n,2,-7.55596,0,H3,0.715483,2P,0,0,0,0,0,U,huge emission in the on at 7000 km/s
124763,S025311.0+343447,025311.0+343447,wapp.20161029.a3064.0000,wapp.20161029.a3064.0001,""" """,2,n,1,-10.7486,1,H3,0.580472,0,0,0,0,0,0,Y,
124763,S025311.0+343447,025311.0+343447,wapp.20161029.a3064.0000,wapp.20161029.a3064.0001,""" """,2,n,3,-4.45182,0,H3,0.640163,0,0,0,0,0,0,Y,took out the gps on the first wappfile
124763,S025311.0+343447,025311.0+343447,wapp.20161029.a3064.0000,wapp.20161029.a3064.0001,""" """,2,n,4,-6.92216,1,H3,0.65932,0,0,0,0,0,0,Y,
125526,S025407.9+345755,0254 7.9+345755,wapp.20161124.a3064.0024,wapp.20161121.a3064.0028,""" """,2,d,2,-0.662438,0,H3,0.689202,2P,122.12228,2.1346737,5182.0046,0.35829258,7.7557831,Y,"This was a clear double horned profile, I did not bother doing the baseline or anything for board 3"
125526,S025407.9+345755,0254 7.9+345755,wapp.20161124.a3064.0024,wapp.20161121.a3064.0028,""" """,2,n,1,-3.21148,2,H3,0.589405,0,0,0,0,0,0,Y,
125526,S025407.9+345755,0254 7.9+345755,wapp.20161124.a3064.0024,wapp.20161121.a3064.0028,""" """,2,n,3,-3.97211,2,H3,0.715089,0,0,0,0,0,0,Y,take the gps out of the first wappfile
125526,S025407.9+345755,0254 7.9+345755,wapp.20161124.a3064.0024,wapp.20161121.a3064.0028,""" """,2,n,4,-3.96881,0,H3,0.650828,0,0,0,0,0,0,Y,
124619,S025619.9+340251,025619.9+340251,wapp.20151007.a2982.0011,""" """,""" """,1,d,2,-4.57062,0,H3,0.975501,2P,60.929379,2.0117702,5053.9211,0.9905784,21.446763,Y,"RA: 44.0833, DEC:34.0475, viewing this on SDSS, it is not an elliptical galaxy, probably more 2 horned than gaussian, it is a huge emission though  "
124619,S025619.9+340251,025619.9+340251,wapp.20151007.a2982.0011,""" """,""" """,1,n,1,-5.00345,1,H3,1.08815,0,0,0,0,0,0,Y,
124619,S025619.9+340251,025619.9+340251,wapp.20151007.a2982.0011,""" """,""" """,1,n,3,-4.4974,1,H3,1.68912,0,0,0,0,0,0,Y,had to take out gps
124619,S025619.9+340251,025619.9+340251,wapp.20151007.a2982.0011,""" """,""" """,1,n,4,-7.61755,4,H3,1.0985,0,0,0,0,0,0,Y,
124878,S025800.0+351055,0258 0.0+351055,wapp.20161121.a3064.0029,wapp.20161117.a3064.0027,""" """,2,n,3,-8.26569,0,H3,0.862248,2P,0,0,0,0,0,U,"Both 3 and 2 had emissions that could pass for signifcant, much too noisy for a real signal"
124878,S025800.0+351055,0258 0.0+351055,wapp.20161121.a3064.0029,wapp.20161117.a3064.0027,""" """,2,n,1,-7.70253,1,H3,0.619132,0,0,0,0,0,0,Y,
124878,S025800.0+351055,0258 0.0+351055,wapp.20161121.a3064.0029,wapp.20161117.a3064.0027,""" """,2,n,2,-9.66688,2,H3,0.601403,0,0,0,0,0,0,Y,spike at 7000 km/s in the off direction
124878,S025800.0+351055,0258 0.0+351055,wapp.20161121.a3064.0029,wapp.20161117.a3064.0027,""" """,2,n,4,-7.30102,1,H3,0.72636,0,0,0,0,0,0,Y,
124777,S025858.6+351645,025858.6+351645,wapp.20151130.a2982.0026,""" """,""" """,1,d,2,-8.71815,1,H3,1.10557,2P,115.49544,4.9829309,5105.0161,0.36076321,5.0059529,Y,very clear RFI
124777,S025858.6+351645,025858.6+351645,wapp.20151130.a2982.0026,""" """,""" """,1,n,1,-6.48675,1,H3,1.02547,0,0,0,0,0,0,Y,
124777,S025858.6+351645,025858.6+351645,wapp.20151130.a2982.0026,""" """,""" """,1,n,3,-7.98092,2,H3,1.09213,0,0,0,0,0,0,Y,
124777,S025858.6+351645,025858.6+351645,wapp.20151130.a2982.0026,""" """,""" """,1,n,4,-9.87191,0,H3,1.0948,0,0,0,0,0,0,Y,
124773,S025912.0+345929,025912.0+345929,wapp.20161116.a3064.0029,wapp.20141127.a2899.0026,""" """,2,d,2,-6.80571,0,H3,0.694068,2P,50.348347,2.6776229,4897.0138,0.13388131,4.4818134,U,can see detection but pretty noisy around it 
124773,S025912.0+345929,025912.0+345929,wapp.20161116.a3064.0029,wapp.20141127.a2899.0026,""" """,2,n,1,-3.81812,2,H3,0.5566,0,0,0,0,0,0,Y,
124773,S025912.0+345929,025912.0+345929,wapp.20161116.a3064.0029,wapp.20141127.a2899.0026,""" """,2,n,3,705.069,3,H3,4.26031,0,0,0,0,0,0,U,something very weird is happening in board three that i have never seen before in the 2nd one around 1.11*10^4
124773,S025912.0+345929,025912.0+345929,wapp.20161116.a3064.0029,wapp.20141127.a2899.0026,""" """,2,n,4,-8.91682,3,H3,0.701397,0,0,0,0,0,0,U,
132273,S030001.2+351738,0300 1.2+351738,wapp.20161110.a3064.0000,""" """,""" """,1,n,1,4.06206,1,H3,1.10184,0,0,0,0,0,0,Y,0
132273,S030001.2+351738,0300 1.2+351738,wapp.20161110.a3064.0000,""" """,""" """,1,n,2,3.31654,1,H3,1.1573,0,0,0,0,0,0,Y,very noisy
132273,S030001.2+351738,0300 1.2+351738,wapp.20161110.a3064.0000,""" """,""" """,1,n,3,4.08004,1,H3,1.14541,0,0,0,0,0,0,Y,still very noisy
132273,S030001.2+351738,0300 1.2+351738,wapp.20161110.a3064.0000,""" """,""" """,1,n,4,7.49963,1,H3,1.26857,0,0,0,0,0,0,Y,
132274,S030200.2+350849,0302 0.2+350849,wapp.20161029.a3064.0002,""" """,""" """,1,n,1,108.76,0,H3,1.22714,0,0,0,0,0,0,y,there is way too much gps interference 
132274,S030200.2+350849,0302 0.2+350849,wapp.20161029.a3064.0002,""" """,""" """,1,n,2,115.367,4,H3,2.45888,0,0,0,0,0,0,U,"huge rms but it is a erratic and slopes at a downward angle, took out gps "
132274,S030200.2+350849,0302 0.2+350849,wapp.20161029.a3064.0002,""" """,""" """,1,n,3,106.191,1,H3,2.60085,0,0,0,0,0,0,U,"another big rms, took out gps "
132274,S030200.2+350849,0302 0.2+350849,wapp.20161029.a3064.0002,""" """,""" """,1,n,4,119.146,4,H3,2.34676,0,0,0,0,0,0,Y,
131430,S030248.5+350443,030247.9+350428,wapp.20161120.a3064.0025,wapp.20161029.a3064.0003,wapp.20161012.a3064.0010,3,d,2,-9.84521,0,H3,0.663823,2P,76.830485,10.790605,4866.3401,0.10323631,2.925114,U,"This maybe be a little more wider than it is supposed to be because of the spikes around the emission, this is really S030247.9+350428"
131430,S030248.5+350443,030247.9+350428,wapp.20161120.a3064.0025,wapp.20161029.a3064.0003,wapp.20161012.a3064.0010,3,n,1,-4.32245,2,H3,0.544302,0,0,0,0,0,0,Y,
131430,S030248.5+350443,030247.9+350428,wapp.20161120.a3064.0025,wapp.20161029.a3064.0003,wapp.20161012.a3064.0010,3,n,3,-4.79266,3,H3,0.53378,0,0,0,0,0,0,Y,take gps out of first wappfile
131430,S030248.5+350443,030247.9+350428,wapp.20161120.a3064.0025,wapp.20161029.a3064.0003,wapp.20161012.a3064.0010,3,n,4,-7.15223,1,H3,0.609595,0,0,0,0,0,0,Y,
132284,S030317.9+350214,030317.9+350214,wapp.20161114.a3064.0024,wapp.20161014.a3064.0009,""" """,2,n,1,-1.26577,0,H3,0.58048,0,0,0,0,0,0,Y,
132284,S030317.9+350214,030317.9+350214,wapp.20161114.a3064.0024,wapp.20161014.a3064.0009,""" """,2,n,2,0.175417,2,H3,0.849063,0,0,0,0,0,0,Y,"take out gps of first wappfile, spike at 7000 in the off direction"
132284,S030317.9+350214,030317.9+350214,wapp.20161114.a3064.0024,wapp.20161014.a3064.0009,""" """,2,n,3,0.928789,3,H3,0.822504,0,0,0,0,0,0,Y,take out gps of first wappfile
132284,S030317.9+350214,030317.9+350214,wapp.20161114.a3064.0024,wapp.20161014.a3064.0009,""" """,2,n,4,-1.54822,3,H3,0.70745,0,0,0,0,0,0,Y,
132283,S030352.5+353453,030352.5+353453,wapp.20161124.a3064.0025,wapp.20161029.a3064.0004,""" """,2,n,3,-8.25185,0,H3,0.813387,0,0,0,0,0,0,N,Board three had an emission but it was thin is a noisy set of data so I don't think this observation is worth anything 
132283,S030352.5+353453,030352.5+353453,wapp.20161124.a3064.0025,wapp.20161029.a3064.0004,""" """,2,n,1,-5.49432,1,H3,0.661161,0,0,0,0,0,0,Y,
132283,S030352.5+353453,030352.5+353453,wapp.20161124.a3064.0025,wapp.20161029.a3064.0004,""" """,2,n,2,-2.96926,0,H3,0.674849,0,0,0,0,0,0,Y,big emission in the off direction around 7000
132283,S030352.5+353453,030352.5+353453,wapp.20161124.a3064.0025,wapp.20161029.a3064.0004,""" """,2,n,4,-3.52379,1,H3,0.729904,0,0,0,0,0,0,Y,
132176,S030412.2+353044,030412.2+353044,wapp.20161012.a3064.0009,""" """,""" """,1,d,2,36.4592,1,H3,1.03073,2P,110.92163,15.826121,4816.1031,0.173,2.6273719,U,"can see detection but before baseline it is erratic in shape, this is really S025236.9+332222"
132176,S030412.2+353044,030412.2+353044,wapp.20161012.a3064.0009,""" """,""" """,1,n,1,32.6265,2,H3,1.01042,0,0,0,0,0,0,Y,
132176,S030412.2+353044,030412.2+353044,wapp.20161012.a3064.0009,""" """,""" """,1,n,3,40.114,2,H3,1.09562,0,0,0,0,0,0,Y,
132176,S030412.2+353044,030412.2+353044,wapp.20161012.a3064.0009,""" """,""" """,1,n,4,42.4334,1,H3,1.13967,0,0,0,0,0,0,Y,it looks different from the rest of board 4s
132283,S030352.5+353453,030352.5+353453,wapp.20161114.a3064.0025,wapp.20161024.a3064.0005,""" """,2,n,2,-13.7258,0,H3,0.825186,0,0,0,0,0,0,U,"very noisy, big spike in the off towards 7000 km/s"
132283,S030352.5+353453,030352.5+353453,wapp.20161114.a3064.0025,wapp.20161024.a3064.0005,""" """,2,n,1,-9.92556,2,H3,0.612017,0,0,0,0,0,0,Y,
132283,S030352.5+353453,030352.5+353453,wapp.20161114.a3064.0025,wapp.20161024.a3064.0005,""" """,2,n,3,-10.6644,2,H3,0.701065,0,0,0,0,0,0,,"take gps out of the first wappfile of this board, slopes downward"
132283,S030352.5+353453,030352.5+353453,wapp.20161114.a3064.0025,wapp.20161024.a3064.0005,""" """,2,n,4,-11.0007,0,H3,0.892719,0,0,0,0,0,0,Y,
132243,H030510.4+354946,030510.4+354946,wapp.20161111.a3064.0000,""" """,""" """,1,d,2,-4.2946,2,H3,1.57385,2P,85.44501,4.2038403,3828.1754,1.0945666,12.403953,Y,There is another huge spike around 7000 km/s why is that?
132243,H030510.4+354946,030510.4+354946,wapp.20161111.a3064.0000,""" """,""" """,1,n,1,0.883822,1,H3,1.58964,0,0,0,0,0,0,Y,
132243,H030510.4+354946,030510.4+354946,wapp.20161111.a3064.0000,""" """,""" """,1,n,3,15.3573,2,H3,1.522635,0,0,0,0,0,0,Y,
132243,H030510.4+354946,030510.4+354946,wapp.20161111.a3064.0000,""" """,""" """,1,n,4,-5.11833,2,H3,2.00272,0,0,0,0,0,0,U,big rms 